21,15,src/main/java/com/example/File1.java
8,2,src/main/java/com/example/File2.java
3,0,src/main/java/com/example/File3.java
23,10,src/main/java/com/example/File4.java
22,17,src/main/java/com/example/File5.java
21,13,src/main/java/com/example/File6.java
20,12,src/main/java/com/example/File7.java
16,8,src/main/java/com/example/File8.java
20,12,src/main/java/com/example/File9.java
15,9,src/main/java/com/example/File10.java
3,1,src/main/java/com/example/File11.java
3,3,src/main/java/com/example/File12.java
11,1,src/main/java/com/example/File13.java
9,7,src/main/java/com/example/File14.java
9,6,src/main/java/com/example/File15.java
15,1,src/main/java/com/example/File16.java
4,4,src/main/java/com/example/File17.java
2,0,src/main/java/com/example/File18.java
20,20,src/main/java/com/example/File19.java
4,0,src/main/java/com/example/File20.java
1,0,src/main/java/com/example/File21.java
11,0,src/main/java/com/example/File22.java
21,6,src/main/java/com/example/File23.java
8,5,src/main/java/com/example/File24.java
20,2,src/main/java/com/example/File25.java
11,8,src/main/java/com/example/File26.java
1,0,src/main/java/com/example/File27.java
22,14,src/main/java/com/example/File28.java
22,0,src/main/java/com/example/File29.java
17,5,src/main/java/com/example/File30.java
17,8,src/main/java/com/example/File31.java
24,7,src/main/java/com/example/File32.java
8,4,src/main/java/com/example/File33.java
9,0,src/main/java/com/example/File34.java
1,0,src/main/java/com/example/File35.java
14,1,src/main/java/com/example/File36.java
12,3,src/main/java/com/example/File37.java
24,5,src/main/java/com/example/File38.java
11,2,src/main/java/com/example/File39.java
8,4,src/main/java/com/example/File40.java
10,10,src/main/java/com/example/File41.java
19,4,src/main/java/com/example/File42.java
8,1,src/main/java/com/example/File43.java
8,2,src/main/java/com/example/File44.java
11,7,src/main/java/com/example/File45.java
21,4,src/main/java/com/example/File46.java
22,19,src/main/java/com/example/File47.java
12,8,src/main/java/com/example/File48.java
5,0,src/main/java/com/example/File49.java
19,6,src/main/java/com/example/File50.java
16,12,src/main/java/com/example/File51.java
3,1,src/main/java/com/example/File52.java
1,0,src/main/java/com/example/File53.java
1,1,src/main/java/com/example/File54.java
16,2,src/main/java/com/example/File55.java
5,3,src/main/java/com/example/File56.java
